Old_ID,New_ID,_long_description,provider_id
903,903,"REEDS MOTORS TABLE VIEW (PTY) LTD (Table View) - Cnr Blaauwberg & Koeberg Roads, TABLE VIEW, 7441",258
160,160,"Regent Business School (Pty) Ltd - 99 Stadium on Main Road Claremont, 2nd Floor",31
159,160,Regent Business School (Pty) Ltd t/a Regent Business School - 2nd floor Stadium on Main 99 Main Rd Claremont,577
161,161,"Reko Rekenmeesters Ingelyf - 53 Main Rd,
Vredenbug, 
7380",497
162,162,"RIEBEECK KASTEEL - POP CENTRE, RIEBEEK KASTEEL, MALMESBURY",416
163,163,"RIEBEECK-WES - POPCENTRE, MERINOL STREET, RIEBEECKWES",659
164,164,"RIETPOEL - DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",73
165,165,"RIETVLEI - LYELL STREET, CERES, CERES",451
166,166,"RIVERLANDS CLC - RIVERLANDS PRIMER, ATTAWAY, RIVERLANDS",697
167,167,"RIVERSDAL GELETTERDHEIDSTIGTING - PANORAMA PRIMARY, VAN DER BERG STRAAT, RIVERSDAL",273
168,168,"RIVIERSONDEREND LITERACY CENTRE - DISALAAN, RIVIRSONDEREND, RIVIERSONDEREND",667
169,169,"ROBERTSON GEMEENSKAP LEERSENTRUM - THUSONG BUILDING, PADDY STREET, ROBERTSON",491
170,170,"ROBERTSON PRISON - C/o VAN OUDTSHOORN STREET, CORRECTIONAL CENTRE, ROBERTSON",286
171,171,"ROCKLANDS - ROCKLANDS PUBLIC LIBRARY, PARK AVENUE, MITCHELLS PLAIN",305
173,173,"ROSA GELETTERHEIDSENTRUM - OVERHEX COMMUNITY HALL, OVERHEX, WORCESTER",7
175,175,Rotolabel (TVL) (Pty) Ltd - 36 Thor Circle,160
413,413,"RR VAN RENSBURG T/A DOLPHIN MOTORS (Oudtshoorn) - 187 Langenhoven Road, OUDTSHOORN, 6620",695
178,178,RSA Litho - 71 Stewart Street,438
179,179,"RUST STASIE - Ruststasie Prim, MOORREESBURG, MOORREESBURG",223
181,181,"Ruth Prowse School of Art NPC - 5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",712
182,182,"RUYTERWACHT CLC - ZERILDA STEYN HALL, VAN RIEBEECK, RUYTERWACHT",816
414,414,"RW MAGSON & SON T/A OLIVIERS GARAGE (Strand) - 15 Mynhardt Street, Gants Centre, STRAND, 7140",443
184,184,SA College of Home Study (Pty) Ltd - Roodebloem Office Park 20 Bella Road Rosenpark Bellville 7530,739
185,185,Sa Fine Worsteds - 68 7th Ave,331
186,186,"SA German Training Services - Triangle House, 13th Floor
22 Riebeek Street
Cape To 8001",373
187,187,SA Litho Printing & Packaging - Cnr Caxton & Duminy Street,179
189,189,"SAB & T Chartered Accountants Inc - First Floor, SAB&T House, Cnr Birmingham & Canterbury Road, N1 City, Goodwood, 7460",578
190,190,SAB NEWLANDS - 3 Main Rd  Newlands,547
191,191,Safepak(Pty)Ltd - 16 Old Mill Road,227
192,192,"SAFICON INDUSTRIAL EQUIPMENT T/A TOYOTA FORKLIFT (Parow)(DTTC) - 25B Junction Street, Tygerberg Business Park, Parrow, 7532",799
193,193,"SAKHISIZWE CLC - UKHANYO PRIMARY, POKELA ROAD, MASIPHUMELELE",512
194,194,"SAMORA MACHEL CLC - NALUXOLO PRIMARY, HELEN JOSEPH STREET, SAMORA MACHEL",358
415,415,"Samsons School of Welding T/A Samsons Skills Development Institute (PHILLIPI) (TP) - 460 Chris Hani Road, Briardene, DURBAN, 4000",462
195,195,"SANDHILLS ADULT LEARNING CENTRE - SANDHILLS PRIMER, SANDHILLS, DE DOORNS",772
417,417,"Sandown Motor Holdings (Pty) Ltd - Montague Gardens, Cape Town (MONTAGUE GARDENS) (TP) - Cnr Montague Drive & Freedom Way, Montague Gardens, CAPE TOWN, 7444",63
418,418,"SANDOWN MOTOR HOLDINGS (PTY) LTD T/A EIKESTAD MOTORS (Milnerton)NOT ACTIVE - Cnr Koeberg Road & Bosmansdam Road, MILNERTON",793
419,419,"SANDOWN MOTOR HOLDINGS (PTY) LTD T/A ORBIT MOTORS N1 CITY (N1 City)NOT ACTIVE - Giel Basson Road, N1 City, GOODWOOD",502
198,198,Sanlam Limited - ,276
199,199,"SAO BRAS SECONDARY ALC - MOSSEL STREET, DALMEIDA, MOSSEL BAY",4
200,200,"SARON - PETUNIA STRAAT, ONRUS, SARON",353
201,201,Sasko Pasta (Pty) Ltd - 11 Fabriek St Malmesbury,12
202,202,"SATURNUS - ARNOLD DE JAGER ROAD, TOEKOMSRUS, OUDTSHOORN",453
203,203,"Savanna College - 13 Blankenberg Street, Belle Cape Building, Bellville,7530",212
205,205,"SBV SERVICES - No 17 8th Street, Cnr 11th Avenue and 8th Street, Houghton",26
207,207,"SCHOEMANSHOEK - VGK KERKSAAL, SCHOEMANSHOEK, OUDTSHOORN",398
208,208,"SCHOONSPRUIT SECONDARY (ALC) - DARLING WEG, SCHOONSPRUIT, WESBANK",130
420,420,"SCHWARTE ENGINEERING (PTY) LTD (Paarl) - 38 Textile Street, PAARL",27
209,209,"SDK Chartered Accountants - 22 Church Street, Durbanville, 7550",640
210,210,SEA HARVEST CORPORATION PTY LTD - GOVERNMENT JETTY FISHING HARBOUR,716
211,211,SED Printing Solutions (Pty) Ltd - 50 A Junction Street,300
213,213,"SEDERBERG ALC - UC CHURCH, BUITEKANT STRAAT, CLANWILLIAM",75
214,214,"SELECTA SEA PRODUCTS (PTY) LTD - Lanzerac Road Phillipi, Industria",765
215,215,"SEPTEMBERSKRAAL - SEPTEMBERSKRAAL, PORTERVILLE, PORTERVILLE",252
217,217,"SHARE ALC - VICTORIA CENTRE, VICTORIA STREET, SOMERSET WEST",707
218,218,"SHILOH EDUCATION AND TRAINING ACADEMY - GREATMORE STREET, WOODSTOCK, CAPE TOWN",523
219,219,Shumani Printers - 5 Koets Street,290
221,221,"SIFUNULWAZI ALC - MARCONI BEAM PRIMARY, DEMOCRACY DRIVE, MILNERTON",664
222,222,"SIJONGA-PHAMBILI CLC - PENZANCE AVENUE, HOUT BAY, HOUT BAY",288
223,223,"SIKELELA CLC - SIKELELA PRIM, LANSDOWN ROAD, NYANGA EAST",650
224,224,Sikhula Agri Training - Sikhula Agri Training 2 Hurst Place Somerset West,289
225,225,Silulo Ulutho Technologies - 0,496
227,227,SILVER SOLUTIONS TRAINING ACADEMY - 12 Dahlia Street White City,494
229,229,"SIMONDIUM VOLWASSE ONDERWYSSENTRUM - SIMONDIUM PRIMER, HOOFSTRAAT, SIMONDIUM",354
230,230,"SIMUNYE ALC - DELFT PRIMARY, VOORBRUG, DELFT",487
231,231,"SIR LOWRYS PASS CENTRE - SIR LOWRY'S PASS PRIM, GORDONS BAY ROAD, GORDONS BAY",429
232,232,"SIYAFUNA UKUFUNDA CENTRE - BOSDUIFSTRAAT, BITTERWATER, LEEU-GAMKA",638
234,234,"SIYAKHANYISA CLC - TREVOR MANEUL PRIMARY, SIERA STREET, FISAANTEKRAAL, DURBANVILLE",810
235,235,"SIYAKHUTHAZA CLC - THUSONG BUILDING, PADDY STREET, ROBERTSON",336
422,422,Siyathembana Trading 46 (Pty) Ltd (CAPE TOWN) (Non Merseta TP) - ,308
237,237,"SIYAZAMA ALC - EAGLE STREET, SITE C, KHAYELITSHA",506
240,240,"SLANGHOEK ALC - C/O SLANGHOEK PRIMARY, DRIEFONTEIN, RAWSONVILLE",619
242,242,"SLOT VAN PAARL - SLOT-VAN-PAARL FARMS, AGTER - PAARL, PAARL",78
423,423,"SMITH & FAULDS T/A RC AUTO ELECTRIC (Bellville) - 14 Boulevard Park, BELLVILLE, 7530",320
243,243,"SNAP SOLUTIONS NETWX PTY LTD - 244B Voortrekker Road, Parow 7500",114
244,244,Social Impact Ministry Sikhula Sonke - 22 Cavendish Road Claremont Cape Town 7708,559
245,245,"SOETENDAL ALC - HERMONWEG, WELLINGTON, WELLINGTON",405
246,246,"SOETMELKSVLEI - DISALAAN, RIVIERSONDEREND, RIEVIERSONDEREND",782
248,248,Sound Interactions CC - Sound Interactions CC 2 St Geran Village Radar Close Cape Town Cape Town Metro Urban 7441,95
249,249,"South African ABET Development Agency SAADA - SAADA House, 27 Rabe  Street, Polokwane 0699      015 295 9670/ 015 291 4998",224
424,424,"SOUTH AFRICAN ASTRONOMICAL OBSERVATORY (Observatory) - Observatory Road, OBSERVATORY, 7945",294
250,250,"South African College of Applied Psychology (Pty) Ltd (The) - 1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",315
253,253,"South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The) - 18 Lower Scott Road, Observatory, Cape Town, 8000",157
254,254,South Cape College - 125 Mitchell Street  George,454
256,256,South Cape College - George - Courtney & Joubert Streets,389
255,254,South Cape College - South Cape College 125 Mitchell Street GEORGE George Urban 6530,454
425,256,"South Cape College (GEORGE) (TP) - Cnr Courtenay & Cradock Streets, Tommy Joubert Building (South), GEORGE, 6530",195
261,261,South Cape FET College - 46 Hibernia Street George 6529,377
263,263,South Cape FET College - Adderley Street Oudtshoorn 6620,377
258,258,South Cape FET College - C/o Essenhout & Kreupelhout Streets Heiderant MOSSEL BAY 6511,377
262,262,South Cape FET College - Cnr De Vries & Van Schalkwyk Streets Beaufort West 6970,377
257,257,South Cape FET College - Community Development Centre (Kwa-Nokuthula) N2 Opposite Christian School Plettenberg 6600,377
260,260,"South Cape FET College - Varkevisser Street, Riversdale, 6670",377
264,264,"SOUTHERN SUBURBS YOUTH ACADEMY - ACACIA ROAD, GRASSY PARK, GRASSY PARK",509
265,265,SPECIAL ASSET PROTECTION SERVICES KRAAIFONTEIN - BOOMPIES STREET PAROW EAST CAPE TOWN 7500,795
266,266,Spectraprint - Basil Crescent,263
267,267,Spilo Pty Ltd - Oosterlang Road,65
426,426,"SPRINGBOK MOTOR REWINDS (PTY) LTD (Springbok) - 4 Koper Street, SPRINGBOK,8420",274
269,269,"ST FRANCIS ALC - NDANENI STREET, LANGA, CAPE TOWN",760
270,270,"ST. ALBANS PRIM ALC - ST. ALBANS PRIMARY, VOORSTRAAT, WELLINGTON",119
271,271,"ST. HELENABAAI CLC - ST HELENABAAI PRIMER, SKOOLSTRAAT, LAINGVILLE",60
272,272,Staffing Direct Training Academy (Pty) Ltd - 2 Gladstone Road Boston Bellville 7530,705
273,272,Staffing Direct Training Academy Pty Ltd - 2 Gladstone Street Boston Bellville Western Cape 7530,725
274,274,STALLION LEARNING CENTRE PTY LTD - 85 George Blake Road Plankenbrug Stellenbosch,586
275,275,"STAWELKLIP PRIMER - STAWELKLIP PRIM, STAWELKLIP, PIKETBERG",702
276,276,"STEENBERG ALC - SYMPHONY AVENUE, STEENBERG, STEENBERG",83
428,428,"STEINHOFF FURNITURE T/A BAKKER & STEYGER (Epping) - 22 Dacres Avenue, EPPING II",489
277,277,"Stellenbosch Academy of Design and Photography (Pty) Ltd - 41 Techno Road, Techno Park, Stellenbosch, 7600",282
278,278,"STELLENBOSCH CLC - LUCKHOFF SEN SEC, BLOEKOM AVENUE, STELLENBOSCH",36
279,279,"STELLENBOSCH PREMIER MANUFACTURERS T/A STELLENBOSCH NACO (Stellenbosch) - 8 Stoffel Smit Street, STELLENBOSCH, 7599",175
280,280,"STEYNVILLE SEKONDER - AANDBLOM STREET, STEYNVILLE HOSTEL, PIKETBERG",245
281,281,"STORMSVLEI - DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",253
283,283,"SUNNYSIDE GELETTERHEIDSENTRUM - THUSONG BUILDING, PADDY STREET, ROBERTSON",76
429,429,"SUPREME CYLINDERS (Beaconvale) - 27 Tredoux Street, Beaconvale, PAROW",39
284,284,Supreme Skills Academy (Pty) Ltd (Goup Indigo) - 42 Bloumhof Street Oakdale Belliville 7535,646
285,285,Sustainability Institute Trust: Learning For Sustainability - Lynedoch Development R310 Lynedoch Stellenbosch 7603,658
286,286,"Swartland Boudienste (Edms) Bpk - Kotze Street Moorreesburg, 7310",67
287,287,"SWELLENDAM SECONDARY ALC - ANDREW WHYTESSTRAAT, SWELLENDAM, MONTAGU",37
289,289,SWIFT MICRO LABORATORIES (PTY) LTD - 7 Warrington Street Claremont,676
291,291,"Tenk Loubser (Cape Town) Ingelyf - Old Oak Office Park
C/O Old Oak & Durban Roa d
Bellville, 7530",552
293,293,The Automobile Association of South Africa T/A AA Training Academy (PAROW) (DTTC) - Steelbank Complex,57
294,294,"THE CAPE SHOOTING ACADEMY WC - KABACH BUILDING, 119 MAIN RD, PLUMSTEAD, WYNBERG, Western Cape, South Africa",213
295,295,"THE CRAGS - CRAGS PRIMARY, SKOOL STREET, THE GRAGS",543
296,296,The Educo Trust of Africa - 7 DALEGARTH ROAD  PLUMSTEAD WESTERN CAPE 7800,599
297,297,THE FRESH FOODS ACADEMY (PTY) LTD - 32 Benbow Avenue Epping Industria,246
298,298,The Fundamentals Training Centre - 17 Garland Dale Crescent  Garland Dale Athlone Cape Town 7764,694
302,302,THE SOUTH AFRICAN SCHOOL OF PARALEGAL STUDIES - Greenwich Grove â€“ Station Road 7700 Rondebosch,355
303,303,The Water Academy - 66 Main Road 1st Floor Office 4 Knysna 6570,471
304,304,"THEMBALETHU - THEMBALETHU WORKSHOP, GUGULETHU, GUGULETHU",774
305,305,"Theron Du Plessis Helderberg - 13 Octofin House
Fairways Office Park
Somerset West, 7130",134
306,306,Thunderbolt Solutions (Pty) Ltd - 11 Techno Crescent,403
310,310,TLN Human Performace Systems (Pty) Ltd - 19 Andries Pretorius Street Somerset West 7130,534
311,311,"TOORKRANS - TOORKRANS, PORTERVILLE, PORTERVILLE",215
434,434,"Torque Technical Computer Training (Pty) Ltd T/A Torque-IT (CAPE TOWN) (Non Merseta TP) - 1A Station Road, Montague Gardens, CAPE TOWN, 7741",244
313,312,Tourism and Business Institute of SA - 12 Liesbeek Avenue Off Liesbeek Parkway  Mowbray,472
312,312,Tourism and Business Institute of SA - 12 Liesbeek Avenue Off Liesbeek Parkway  Mowbray,472
314,314,TOURIST GUIDE INSTITUTE - 72 Duminy Street   Vredelust Bellville,653
315,315,"TOUWSRIVIER GEMEENSKAP ONDERWYSSENTRUM - DIE KRUINE SEKONDERE SKOOL, SKOOL STRAAT, TOUWSRIVIER",419
320,320,"Training Force (Pty) Ltd - Sacks Cir, Van Der Bijl St, Sacks Circle, 7530",48
435,435,"Training Force (Pty) Ltd (CAPE TOWN) (TP) - 11 Wellington Road, Parktown, Johannesburg, 2193",121
322,322,Trident Press (Pty) Limited - Old Railway Parcel Building,602
324,324,Triple C Repro & Print - 16 Strawberry Mall,233
328,328,"TSIBA Education NPC - Mupine: 307 Forest Drive Extension, Pinelands, 7504",306
329,329,TSK Projects - 100 Northern Parkway  2nd Floor - Block D  Crownwood Officepark  Ormonde - Johannesburg,590
330,330,"TULBAGH ALC - LYELL STREET, CERES, CERES",20
331,331,Two A Day Group (Pty) Ltd - Two A Day Group (Pty) Ltd 1 Villiersdorp Rd Grabouw Overstrand Urban 7160,155
332,332,"TYGERBERG HOSPITAL - TYGERBERG HOSPITAAL, FRANSIE VAN ZYL LAAN, PAROW",283
333,333,"UITZIG SECONDARY ALC - UITZIG SECONDARY, JACARANDA AVENUE, UITSIG",413
335,335,"UKETSHA SECURITY SERVICES - Seaboard House 235 Blaauwberg Road TableView, 7441",501
336,336,Ukuphela Training cc - 22 AKASIA STRAAT GEORGE 6529,661
337,337,"UMTHA WELANGA ALC - SAGWITYI STREET, PHILIPPI, PHILIPPI",539
436,436,"United Controls & Air Conditioning (Cape) T/A Techniskills Training (CAPE TOWN) (TP) - 1A Station Road, Montague Gardens, CAPE TOWN, 7741",503
338,338,"University of Cape Town - Rondebosch, Cape Town 7700",254
339,339,"University of Stellenbosch - Stellenbosch Central, Stellenbosch 7600",348
340,340,"University of Western Cape - Robert Sobukwe Rd, Bellville, Cape Town 7535",647
343,343,"VAN CUTSEM CLC - PEOPLE'S CENTRE, DE DOORNS, DE DOORNS",560
437,437,"VAN REENEN ENGINEERING ENTERPRISES cc (Rooiels) - 128 Rocklands Road, ROOIELS",139
344,344,"VAN RHYNSDORP CORRECTIONAL SERVICES - KERK STRAAT, VAN RHYNSDORP, VAN RHYNSDORP",624
345,345,"VAN RHYNSDORP VEELDOELIGE SENTRUM - MANDELA STREET, MASKAMSIG, VAN RHYNSDORP",603
346,346,"VAN WYKSDORP - Van Wyksdorp Primer, Skoolstraat, LADISMITH",407
347,347,"VAN ZYLSDAMME - VAN ZYLS DAM FARM, GAMKA EAST, LADISMITH",691
348,348,"VELDDRIFT - NOORDHOEK PRIMARY, NOORDHOEK STREET, LAAIPLEK",521
438,438,"VERSAPAK (PTY) LTD (Daljosaphat) - Oosterland Street, Daljosafat, PAARL, 7646",563
349,349,"VETUS SCHOLA PROTECTION SERVICES (PTY) LTD - Head Office 3 High Street, 3rd Floor, Rosenpark, Bellville, 7530",156
351,351,"VILLIERSDORP VOLWASSE ONDERRIG EN OPLEI - OU KOSIE DE WET PRIMER, BUITEKANT STREET, VILLIERSDORP",186
352,352,"Vineyard Academy - Vineyard Academy Manor House, Nietvoorbij Farm R44 Arterial Road, Stellenbosch Urban 7599",570
353,353,"VLAKTEPLAAS - VLAKTEPLAAS, VLAKTEPLAAS, OUDTSHOORN",510
439,439,Volkswagen Group South Africa Training Academy (Cape Town) (TP) - ,492
354,354,"VOORBERG MEDIUM B ALC - VOORBERG CORRECTIONAL SERVICE, PORTERVILLE, PORTERVILLE",231
355,355,"VOORBRUG ALC - DELFT PRIM SCHOOL, VOORBRUG AVENUE, DELFT",284
356,356,"VREDELUS HOUSE PLACE OF SAFETY CLC - VESTUS STREET, LEONSDALE, ELSIES RIVER",711
358,358,"VUKANI ADULT LEARNING CENTRE - SINQOLAMTHI ROAD, LOWER CROSSROAD, PHILLIPI EAST",625
359,359,"VUYISILE ALC - SIYAFUNEKA PRIMARY SCHOOL, ZWELETEMBA, WORCESTER",500
360,360,"WAREHAM & ASSOCIATES (PTY) LTD - 2 Thorpe Close Corner Thorpe Close/Zwaanswyk Road, entrance in Zwaanswyk Road",594
361,361,"Webb Accounting CC - 25 Saint James Street, Audas Estate, Somerset West, 7130",307
362,362,"WELLINGTON ALC - OLD CLINIC, HOSPITAL ROAD, WELLINGTON",165
363,362,"WELLINGTON COMMUNITY LEARNING CENTRE - HOSPITAL STREET, OLD CLINIC, WELLINGTON",714
364,367,WEST COAST COLLEGE - VREDENBURG CAMPUS (Vredenburg)(DTTC) - VREDENBERG,81
441,369,"West Coast College (Vredendal Campus) (Vredendal) (TP) - Hoerskool Road, VREDENDAL NORTH, 8160",475
365,366,West Coast College /FET - Clicks Bldg 48 Voortrekker Road Malmesbury 7299,542
367,367,"West Coast FET College - 1 Akademie Street, Louwville, Vredenburg",692
370,370,West Coast FET College - 101 Kerk Street Citrusdal 7340,692
372,372,West Coast FET College - 4 St Thomas Street Malmesbury 7300,692
371,371,"West Coast FET College - C/O Charl Uys Drive and Neil Hare Street, Atlantis Industrial Area",692
366,366,West Coast FET College - Clicks Building 2nd Floor 48 Voortrekker Road Malmesbury 7300,692
369,369,"West Coast FET College - HoÃ«rskool Road, Vredendal",692
373,371,"West Coast FET College (Atlantis) (DTTC) - Charl Uys Drive, Atlantis Industria",235
442,367,"West Coast FET College (VREDENBURG) (TP) - 1 Academy Street, VREDENBURG, 7380",51
374,374,West Coast Hair Academy Pty Ltd - Heuningklip Street Vredenburg Cape Town 7380,329
375,367,"WEST COAST TVET COLLEGE - 5 Fabriek Street, Vredenburg, 7381",654
376,376,"WESTBANK LIFE LONG LEARNING CENTRE - WESTBANK HIGH SCHOOL, BEAVER STREET, KUILS RIVER",427
377,377,"Westco Agri Training - Westco Agri Training Oktagebou, Waterkantskraai Vredendal",126
378,378,Western Province Caterers (pty) Ltd - 5 Beckham Street  Gardens,70
379,379,"WESTON HOER - PANORAMA PRIMARY, SIXTH STREET, LOUWVILLE",164
380,380,"WESTWOOD-STRANDFONTEIN CLC - SILVERSANDS AVENUE, WESTRIDGE SEC, MITCHELLS PLAIN",50
381,381,"WHITE LOCATION - RHOLIHLAHLA STREET, WHITE LOCATION, KNYSNA",8
383,383,"Wildlife and Environment Society of South Africa - 31 The Sanctuary, Kirstenhof, 7945",544
384,384,"WILLEMVALLEI CLC - TOORKRANS, LOURIW STREET, PORTERVILLE",86
444,444,"WILLY GRASER CC T/A STEENBERG MOTORS (Retreat) - 8A Lily Road, RETREAT, 7945",753
385,385,"WINDERMERE CLC - BOSTON STREET, FACTRETON, MAITLAND",796
386,386,"WINDMEUL PRIMÃŠR - CRYGUNS ROAS, WINDMEUL, PAARL",698
387,387,"WINSLEY CLC - WILLIAM TAYLOR AVENUE, BELLVILLE SOUTH, BELLVILLE SOUTH",184
388,388,"WITZENBERG CLC - LYELL STREET, OLD CERES PRIM, CERES",445
446,446,"WKRP ENGINEERING T/A TOOLCO (Stikland) - 2 Ferguson Street, Triangle Farm, Stikland, BELLVILLE",448
389,389,"WOLSELEY (Satellte) - LYELL STREET, HAMLET, CERES",380
390,390,"WOODLANDS COMMUNITY LEARNING CENTRE - ZUURBERG ROAD, HEIDEVELD, HEIDEVELD",11
391,391,"WOODSTOCK CLC - GREATMORE STREET, WOODSTOCK, WOODSTOC",14
392,392,"WORCESTER CLC - GREYSTRAAT, WORCESTER, WORCESTER",278
393,393,"WORCESTER CORRECTIONAL SERVICES - WORCESTER MALE AND FEMALE CENT,C/O DURBAN AND SOMERSET STREET,WORCESTER",641
447,447,"WORCESTER PROJECT MAINTENANCE (Worcester) - 20 Krone Street, Worcester Industria, WORCESTER",41
448,448,"WYNLAND INGENIEURSWESE (Stellenbosch) - 9 Tennant Street, STELLENBOSCH",321
449,449,"Y3K Training cc (CAPE TOWN) (TP) - 130 Victoria Road, Woodstock, CAPE TOWN, 7925",808
396,396,"YOGLOBE - TOMMY JOUBERT BUILDING, COURTNEY STREET, GEORGE",434
450,450,YORK INTERNATIONAL (AIRCONDITIONING) (Maitland) - Maitland,277
451,451,"Zambli220 PTY LTD T/A POWDERMET (Atlantis) - John Vani Niekerk Street, Atlantis",324
397,397,"ZANOKHANYO ALC - MATSHOBA STREET, WALLACEDENE, KRAAIFONTEIN",495
398,398,"ZOAR/AMALIEN STEIN - LB PRIMARY AMALIENSTEIN, ZOAR, ZOAR",555
399,399,"ZOLANI ALC - THUSONG CENTRE, PADDY STREET, ROBERTSON",136
400,400,"ZWELIHLE ALC - SHLOBO STREET, ZWELIHLE, HERMANUS",378
